count,date
0.22,2019-11-05 00:00:02
4.72,2019-11-05 00:00:26
0.38,2019-11-05 00:00:38
1.96,2019-11-05 00:00:59
0.42,2019-11-05 00:01:10
0.29,2019-11-05 00:01:45
0.08,2019-11-05 00:01:57
0.45,2019-11-05 00:02:07
0.77,2019-11-05 00:02:19
0.08,2019-11-05 00:02:30
5.42,2019-11-05 00:02:40
0.42,2019-11-05 00:02:52
0.11,2019-11-05 00:03:38
2.08,2019-11-05 00:03:49
0.42,2019-11-05 00:04:00
0.92,2019-11-05 00:04:12
0.3,2019-11-05 00:04:34
8.33,2019-11-05 00:04:57
3.26,2019-11-05 00:05:18
1.61,2019-11-05 00:05:40
2.92,2019-11-05 00:05:52
0.92,2019-11-05 00:06:03
0.58,2019-11-05 00:06:13
0.06,2019-11-05 00:06:48
1.04,2019-11-05 00:07:11
1.74,2019-11-05 00:07:32
0.83,2019-11-05 00:07:43
1.09,2019-11-05 00:08:06
0.38,2019-11-05 00:08:18
1.42,2019-11-05 00:08:29
0.29,2019-11-05 00:09:02
0.08,2019-11-05 00:09:13
31.15,2019-11-05 00:09:26
2.54,2019-11-05 00:09:38
0.87,2019-11-05 00:10:00
1.63,2019-11-05 00:10:45
0.42,2019-11-05 00:10:56
1.75,2019-11-05 00:11:07
0.83,2019-11-05 00:11:19
0.08,2019-11-05 00:11:43
0.42,2019-11-05 00:11:54
8.08,2019-11-05 00:12:06
2.17,2019-11-05 00:12:17
0.04,2019-11-05 00:12:40
9.33,2019-11-05 00:12:51
0.83,2019-11-05 00:13:02
0.22,2019-11-05 00:13:24
0.35,2019-11-05 00:13:47
0.38,2019-11-05 00:13:59
1.96,2019-11-05 00:14:20
1.75,2019-11-05 00:14:31
0.08,2019-11-05 00:14:42
2.08,2019-11-05 00:14:54
0.08,2019-11-05 00:15:05
0.42,2019-11-05 00:15:15
0.42,2019-11-05 00:15:26
0.4,2019-11-05 00:15:50
0.4,2019-11-05 00:16:14
0.91,2019-11-05 00:16:23
1.92,2019-11-05 00:16:36
0.92,2019-11-05 00:16:47
0.83,2019-11-05 00:16:57
3.83,2019-11-05 00:17:09
1.09,2019-11-05 00:17:31
5.25,2019-11-05 00:17:42
0.08,2019-11-05 00:17:53
1.21,2019-11-05 00:18:06
0.3,2019-11-05 00:18:27
0.04,2019-11-05 00:18:51
0.42,2019-11-05 00:19:02
0.5,2019-11-05 00:19:13
1.67,2019-11-05 00:19:24
1.69,2019-11-05 00:20:00
1.25,2019-11-05 00:20:11
3.33,2019-11-05 00:20:22
0.17,2019-11-05 00:20:34
0.5,2019-11-05 00:20:44
2.39,2019-11-05 00:21:07
3.58,2019-11-05 00:21:17
1.76,2019-11-05 00:21:50
0.92,2019-11-05 00:22:02
0.83,2019-11-05 00:22:13
0.04,2019-11-05 00:22:35
0.5,2019-11-05 00:22:46
0.42,2019-11-05 00:22:57
0.22,2019-11-05 00:23:19
3.0,2019-11-05 00:23:31
0.42,2019-11-05 00:23:41
0.3,2019-11-05 00:24:03
2.58,2019-11-05 00:24:14
10.5,2019-11-05 00:24:25
0.5,2019-11-05 00:24:37
4.58,2019-11-05 00:24:48
2.17,2019-11-05 00:25:10
5.92,2019-11-05 00:25:21
0.83,2019-11-05 00:25:32
7.31,2019-11-05 00:25:44
1.25,2019-11-05 00:25:55
1.54,2019-11-05 00:26:07
1.13,2019-11-05 00:26:29
2.69,2019-11-05 00:26:41
0.75,2019-11-05 00:26:52
3.46,2019-11-05 00:27:04
8.33,2019-11-05 00:27:14
1.23,2019-11-05 00:27:27
5.83,2019-11-05 00:27:38
1.71,2019-11-05 00:28:01
1.09,2019-11-05 00:28:23
0.42,2019-11-05 00:28:34
0.77,2019-11-05 00:28:46
0.83,2019-11-05 00:28:57
0.5,2019-11-05 00:29:09
1.25,2019-11-05 00:29:20
2.62,2019-11-05 00:29:32
2.5,2019-11-05 00:29:43
1.75,2019-11-05 00:29:53
3.46,2019-11-05 00:30:06
0.92,2019-11-05 00:30:17
5.48,2019-11-05 00:30:39
0.58,2019-11-05 00:30:51
0.22,2019-11-05 00:31:13
0.08,2019-11-05 00:31:25
2.25,2019-11-05 00:31:35
2.08,2019-11-05 00:31:47
3.85,2019-11-05 00:31:59
1.67,2019-11-05 00:32:09
2.17,2019-11-05 00:32:32
9.31,2019-11-05 00:32:44
1.71,2019-11-05 00:33:07
0.17,2019-11-05 00:33:18
0.21,2019-11-05 00:33:41
0.08,2019-11-05 00:33:53
0.42,2019-11-05 00:34:04
2.5,2019-11-05 00:34:15
1.78,2019-11-05 00:34:59
2.65,2019-11-05 00:35:21
0.42,2019-11-05 00:35:33
2.0,2019-11-05 00:35:44
0.45,2019-11-05 00:35:54
0.21,2019-11-05 00:36:17
0.42,2019-11-05 00:36:28
0.21,2019-11-05 00:36:51
0.42,2019-11-05 00:37:15
1.54,2019-11-05 00:37:27
3.08,2019-11-05 00:37:37
2.08,2019-11-05 00:37:48
1.91,2019-11-05 00:38:10
1.17,2019-11-05 00:38:33
0.5,2019-11-05 00:38:44
0.54,2019-11-05 00:39:08
3.46,2019-11-05 00:39:20
1.5,2019-11-05 00:39:41
2.08,2019-11-05 00:39:52
0.42,2019-11-05 00:40:03
0.14,2019-11-05 00:40:37
5.83,2019-11-05 00:40:49
0.83,2019-11-05 00:41:00
0.43,2019-11-05 00:41:23
1.38,2019-11-05 00:41:35
0.19,2019-11-05 00:42:10
3.83,2019-11-05 00:42:21
0.25,2019-11-05 00:42:44
0.88,2019-11-05 00:43:18
1.54,2019-11-05 00:43:30
1.92,2019-11-05 00:43:42
3.67,2019-11-05 00:43:53
0.38,2019-11-05 00:44:05
1.74,2019-11-05 00:44:27
0.5,2019-11-05 00:44:39
1.67,2019-11-05 00:45:02
0.42,2019-11-05 00:45:13
0.65,2019-11-05 00:45:35
0.83,2019-11-05 00:45:47
0.38,2019-11-05 00:45:59
2.58,2019-11-05 00:46:10
1.15,2019-11-05 00:46:57
1.67,2019-11-05 00:47:20
1.21,2019-11-05 00:47:54
2.92,2019-11-05 00:48:05
4.26,2019-11-05 00:48:37
3.46,2019-11-05 00:48:50
0.25,2019-11-05 00:49:01
9.17,2019-11-05 00:49:12
0.21,2019-11-05 00:49:35
2.31,2019-11-05 00:49:47
0.23,2019-11-05 00:49:59
1.92,2019-11-05 00:50:10
3.17,2019-11-05 00:50:21
0.42,2019-11-05 00:50:32
0.42,2019-11-05 00:50:43
1.71,2019-11-05 00:51:06
0.5,2019-11-05 00:51:17
2.17,2019-11-05 00:51:27
0.08,2019-11-05 00:51:39
0.92,2019-11-05 00:52:02
0.42,2019-11-05 00:52:24
0.83,2019-11-05 00:52:36
0.83,2019-11-05 00:52:47
0.17,2019-11-05 00:53:22
12.45,2019-11-05 00:53:32
0.42,2019-11-05 00:53:43
1.54,2019-11-05 00:53:56
4.17,2019-11-05 00:54:06
1.62,2019-11-05 00:54:19
2.0,2019-11-05 00:54:30
2.08,2019-11-05 00:54:41
1.67,2019-11-05 00:54:52
0.42,2019-11-05 00:55:04
0.21,2019-11-05 00:55:27
0.53,2019-11-05 00:56:00
2.08,2019-11-05 00:56:11
0.92,2019-11-05 00:56:35
0.26,2019-11-05 00:56:57
1.09,2019-11-05 00:57:19
1.61,2019-11-05 00:57:41
2.08,2019-11-05 00:57:53
0.58,2019-11-05 00:58:04
0.83,2019-11-05 00:58:15
2.71,2019-11-05 00:58:39
0.42,2019-11-05 00:58:50
0.42,2019-11-05 00:59:01
5.08,2019-11-05 00:59:12
1.39,2019-11-05 00:59:34
0.83,2019-11-05 00:59:45
2.92,2019-11-05 00:59:56
0.08,2019-11-05 01:00:07
10.25,2019-11-05 01:00:18
0.42,2019-11-05 01:00:29
0.18,2019-11-05 01:01:26
2.23,2019-11-05 01:01:38
3.08,2019-11-05 01:01:49
4.85,2019-11-05 01:02:22
5.78,2019-11-05 01:02:45
0.83,2019-11-05 01:02:55
3.83,2019-11-05 01:03:07
1.17,2019-11-05 01:03:18
0.42,2019-11-05 01:03:29
3.75,2019-11-05 01:03:40
0.77,2019-11-05 01:03:52
0.88,2019-11-05 01:04:14
1.74,2019-11-05 01:04:47
1.74,2019-11-05 01:05:09
0.33,2019-11-05 01:05:55
3.42,2019-11-05 01:06:06
2.08,2019-11-05 01:06:17
0.25,2019-11-05 01:06:28
0.22,2019-11-05 01:07:12
0.38,2019-11-05 01:07:24
0.17,2019-11-05 01:07:35
0.77,2019-11-05 01:07:47
2.33,2019-11-05 01:07:58
0.08,2019-11-05 01:08:09
0.22,2019-11-05 01:08:31
2.58,2019-11-05 01:08:42
1.08,2019-11-05 01:09:05
10.0,2019-11-05 01:09:18
0.11,2019-11-05 01:10:04
0.85,2019-11-05 01:10:16
0.04,2019-11-05 01:10:38
2.83,2019-11-05 01:10:49
0.67,2019-11-05 01:11:13
0.21,2019-11-05 01:11:36
1.75,2019-11-05 01:11:47
1.69,2019-11-05 01:12:22
0.23,2019-11-05 01:12:34
0.2,2019-11-05 01:12:58
0.42,2019-11-05 01:13:21
0.59,2019-11-05 01:13:54
0.09,2019-11-05 01:14:17
0.92,2019-11-05 01:14:28
0.87,2019-11-05 01:14:50
1.74,2019-11-05 01:15:12
0.42,2019-11-05 01:15:24
2.17,2019-11-05 01:15:46
2.58,2019-11-05 01:15:57
2.17,2019-11-05 01:16:19
0.22,2019-11-05 01:16:41
0.62,2019-11-05 01:16:53
1.82,2019-11-05 01:17:03
0.09,2019-11-05 01:17:36
0.42,2019-11-05 01:17:47
5.92,2019-11-05 01:17:58
0.77,2019-11-05 01:18:10
0.5,2019-11-05 01:18:21
5.43,2019-11-05 01:18:44
0.42,2019-11-05 01:18:55
1.67,2019-11-05 01:19:06
1.67,2019-11-05 01:19:17
2.75,2019-11-05 01:19:28
4.08,2019-11-05 01:19:41
2.0,2019-11-05 01:19:51
1.92,2019-11-05 01:20:04
2.08,2019-11-05 01:20:15
0.08,2019-11-05 01:20:26
0.48,2019-11-05 01:20:49
9.62,2019-11-05 01:21:01
0.92,2019-11-05 01:21:12
0.42,2019-11-05 01:21:23
8.33,2019-11-05 01:21:35
0.42,2019-11-05 01:21:46
0.15,2019-11-05 01:21:58
2.61,2019-11-05 01:22:20
0.77,2019-11-05 01:22:32
0.92,2019-11-05 01:22:43
0.42,2019-11-05 01:22:54
0.91,2019-11-05 01:23:16
0.42,2019-11-05 01:23:27
1.25,2019-11-05 01:23:38
1.25,2019-11-05 01:23:49
3.07,2019-11-05 01:24:03
0.68,2019-11-05 01:24:23
1.75,2019-11-05 01:24:34
0.22,2019-11-05 01:24:57
0.83,2019-11-05 01:25:07
0.83,2019-11-05 01:25:18
0.15,2019-11-05 01:25:51
3.08,2019-11-05 01:26:02
0.04,2019-11-05 01:26:48
0.28,2019-11-05 01:27:12
2.5,2019-11-05 01:27:23
0.22,2019-11-05 01:27:45
1.83,2019-11-05 01:27:56
2.08,2019-11-05 01:28:08
4.17,2019-11-05 01:28:19
1.67,2019-11-05 01:28:30
3.33,2019-11-05 01:28:41
2.5,2019-11-05 01:28:52
6.33,2019-11-05 01:29:03
1.54,2019-11-05 01:29:16
1.82,2019-11-05 01:29:25
4.17,2019-11-05 01:29:36
0.67,2019-11-05 01:29:59
4.83,2019-11-05 01:30:10
1.09,2019-11-05 01:30:33
1.46,2019-11-05 01:30:56
6.25,2019-11-05 01:31:07
0.83,2019-11-05 01:31:30
1.52,2019-11-05 01:31:52
5.03,2019-11-05 01:32:26
6.33,2019-11-05 01:32:37
0.87,2019-11-05 01:33:00
0.38,2019-11-05 01:33:12
0.08,2019-11-05 01:33:22
8.33,2019-11-05 01:33:33
0.42,2019-11-05 01:33:45
2.08,2019-11-05 01:33:55
2.08,2019-11-05 01:34:07
9.17,2019-11-05 01:34:18
6.0,2019-11-05 01:34:29
0.42,2019-11-05 01:34:40
0.91,2019-11-05 01:35:02
4.58,2019-11-05 01:35:14
1.58,2019-11-05 01:35:37
0.87,2019-11-05 01:35:59
8.33,2019-11-05 01:36:11
0.83,2019-11-05 01:36:34
1.67,2019-11-05 01:36:44
1.08,2019-11-05 01:36:57
0.42,2019-11-05 01:37:08
0.65,2019-11-05 01:37:30
4.17,2019-11-05 01:37:41
0.42,2019-11-05 01:37:53
2.67,2019-11-05 01:38:16
1.67,2019-11-05 01:38:26
2.5,2019-11-05 01:38:37
0.08,2019-11-05 01:38:49
1.25,2019-11-05 01:39:23
0.45,2019-11-05 01:39:32
0.62,2019-11-05 01:39:45
5.92,2019-11-05 01:39:56
1.42,2019-11-05 01:40:07
0.83,2019-11-05 01:40:18
0.87,2019-11-05 01:40:40
1.67,2019-11-05 01:40:52
1.33,2019-11-05 01:41:15
0.08,2019-11-05 01:41:25
2.92,2019-11-05 01:41:36
3.17,2019-11-05 01:41:48
2.5,2019-11-05 01:41:59
1.38,2019-11-05 01:42:11
0.36,2019-11-05 01:42:46
8.42,2019-11-05 01:42:56
0.8,2019-11-05 01:43:21
0.48,2019-11-05 01:43:42
0.5,2019-11-05 01:43:54
3.83,2019-11-05 01:44:05
2.08,2019-11-05 01:44:15
0.5,2019-11-05 01:44:27
