count,date
7.64,2019-11-04 00:00:03
2.63,2019-11-04 00:00:36
3.82,2019-11-04 00:00:48
7.55,2019-11-04 00:00:59
3.73,2019-11-04 00:01:11
2.27,2019-11-04 00:01:22
4.18,2019-11-04 00:01:33
2.7,2019-11-04 00:01:44
1.75,2019-11-04 00:02:06
4.55,2019-11-04 00:02:18
3.18,2019-11-04 00:02:29
3.1,2019-11-04 00:02:40
1.0,2019-11-04 00:03:04
13.0,2019-11-04 00:03:15
0.43,2019-11-04 00:03:38
1.91,2019-11-04 00:03:49
13.0,2019-11-04 00:04:00
0.55,2019-11-04 00:04:12
47.73,2019-11-04 00:04:23
0.33,2019-11-04 00:04:47
45.91,2019-11-04 00:04:59
0.55,2019-11-04 00:05:10
0.45,2019-11-04 00:05:22
0.18,2019-11-04 00:05:33
4.64,2019-11-04 00:05:45
5.09,2019-11-04 00:05:57
13.45,2019-11-04 00:06:08
1.36,2019-11-04 00:06:20
2.36,2019-11-04 00:06:31
0.09,2019-11-04 00:06:43
9.09,2019-11-04 00:06:54
0.09,2019-11-04 00:07:06
0.91,2019-11-04 00:07:17
24.33,2019-11-04 00:07:30
0.3,2019-11-04 00:07:52
0.6,2019-11-04 00:08:02
0.91,2019-11-04 00:08:14
0.5,2019-11-04 00:08:26
2.9,2019-11-04 00:08:36
0.64,2019-11-04 00:08:48
4.18,2019-11-04 00:09:00
3.18,2019-11-04 00:09:11
8.81,2019-11-04 00:09:34
1.0,2019-11-04 00:09:45
2.27,2019-11-04 00:09:56
1.36,2019-11-04 00:10:08
29.91,2019-11-04 00:10:19
3.95,2019-11-04 00:10:42
0.91,2019-11-04 00:10:54
9.08,2019-11-04 00:11:06
2.0,2019-11-04 00:11:17
4.09,2019-11-04 00:11:28
11.24,2019-11-04 00:11:52
2.27,2019-11-04 00:12:04
0.24,2019-11-04 00:12:27
0.5,2019-11-04 00:12:38
1.7,2019-11-04 00:12:48
4.18,2019-11-04 00:13:00
10.0,2019-11-04 00:13:11
2.27,2019-11-04 00:13:23
2.73,2019-11-04 00:13:34
4.71,2019-11-04 00:13:58
0.45,2019-11-04 00:14:09
47.1,2019-11-04 00:14:19
6.91,2019-11-04 00:14:31
0.5,2019-11-04 00:14:42
6.0,2019-11-04 00:15:04
0.45,2019-11-04 00:15:16
0.09,2019-11-04 00:15:28
2.09,2019-11-04 00:15:39
5.18,2019-11-04 00:15:51
1.82,2019-11-04 00:16:03
0.45,2019-11-04 00:16:14
10.18,2019-11-04 00:16:25
0.57,2019-11-04 00:16:49
0.91,2019-11-04 00:17:00
0.64,2019-11-04 00:17:11
1.55,2019-11-04 00:17:32
3.5,2019-11-04 00:17:44
0.91,2019-11-04 00:17:55
0.18,2019-11-04 00:18:06
1.18,2019-11-04 00:18:18
0.45,2019-11-04 00:18:29
4.0,2019-11-04 00:18:40
1.45,2019-11-04 00:18:51
0.71,2019-11-04 00:19:14
1.82,2019-11-04 00:19:26
0.91,2019-11-04 00:19:38
16.45,2019-11-04 00:19:59
1.0,2019-11-04 00:20:11
7.0,2019-11-04 00:20:22
2.86,2019-11-04 00:20:46
0.27,2019-11-04 00:20:57
58.27,2019-11-04 00:21:09
0.09,2019-11-04 00:21:20
6.0,2019-11-04 00:21:32
7.82,2019-11-04 00:21:43
3.18,2019-11-04 00:21:55
1.82,2019-11-04 00:22:06
2.64,2019-11-04 00:22:18
6.36,2019-11-04 00:22:29
