count, date
3855203,2019-10-27 00:00:07
3855280,2019-10-27 00:00:16
3855582,2019-10-27 00:00:26
3855582,2019-10-27 00:00:36
3855757,2019-10-27 00:00:46
3855933,2019-10-27 00:00:57
3855933,2019-10-27 00:01:06
3856108,2019-10-27 00:01:16
3856311,2019-10-27 00:01:27
3856339,2019-10-27 00:01:36
3856452,2019-10-27 00:01:47
3856531,2019-10-27 00:01:56
3856558,2019-10-27 00:02:08
3856709,2019-10-27 00:02:18
3856806,2019-10-27 00:02:28
3856973,2019-10-27 00:02:38
3856973,2019-10-27 00:02:46
3857023,2019-10-27 00:02:56
3857208,2019-10-27 00:03:08
3857208,2019-10-27 00:03:16
3857232,2019-10-27 00:03:26
3857350,2019-10-27 00:03:38
3857449,2019-10-27 00:03:48
3857592,2019-10-27 00:03:56
3857817,2019-10-27 00:04:06
3857832,2019-10-27 00:04:16
3858159,2019-10-27 00:04:26
3858222,2019-10-27 00:04:36
3858498,2019-10-27 00:04:48
3858498,2019-10-27 00:04:58
3858575,2019-10-27 00:05:08
3858659,2019-10-27 00:05:18
3858659,2019-10-27 00:05:28
3858752,2019-10-27 00:05:38
3859008,2019-10-27 00:05:48
3859008,2019-10-27 00:05:56
3859084,2019-10-27 00:06:06
3859135,2019-10-27 00:06:16
3859175,2019-10-27 00:06:26
3859207,2019-10-27 00:06:36
3859283,2019-10-27 00:06:46
3865069,2019-10-27 00:06:56
3865165,2019-10-27 00:07:06
3865319,2019-10-27 00:07:16
3865348,2019-10-27 00:07:26
3865550,2019-10-27 00:07:36
3865887,2019-10-27 00:07:48
3865938,2019-10-27 00:07:58
3865938,2019-10-27 00:08:06
3865969,2019-10-27 00:08:18
3866066,2019-10-27 00:08:28
3866139,2019-10-27 00:08:36
3866182,2019-10-27 00:08:46
3866298,2019-10-27 00:08:56
3866318,2019-10-27 00:09:06
3866411,2019-10-27 00:09:16
3866444,2019-10-27 00:09:26
3866600,2019-10-27 00:09:36
3866621,2019-10-27 00:09:46
3866712,2019-10-27 00:09:56
3867307,2019-10-27 00:10:06
3867381,2019-10-27 00:10:17
3867603,2019-10-27 00:10:27
3867798,2019-10-27 00:10:37
3867930,2019-10-27 00:10:47
3868149,2019-10-27 00:10:58
3868149,2019-10-27 00:11:07
3868185,2019-10-27 00:11:18
3868347,2019-10-27 00:11:28
3868347,2019-10-27 00:11:37
3868473,2019-10-27 00:11:47
3868513,2019-10-27 00:11:57
3873178,2019-10-27 00:12:07
3873353,2019-10-27 00:12:17
3873389,2019-10-27 00:12:27
3873814,2019-10-27 00:12:37
3873915,2019-10-27 00:12:47
3874024,2019-10-27 00:12:58
3874024,2019-10-27 00:13:07
3874176,2019-10-27 00:13:17
3874177,2019-10-27 00:13:27
3874262,2019-10-27 00:13:37
3874321,2019-10-27 00:13:47
3874510,2019-10-27 00:13:57
3874510,2019-10-27 00:14:07
3874722,2019-10-27 00:14:18
3874722,2019-10-27 00:14:27
3876473,2019-10-27 00:14:37
3876663,2019-10-27 00:14:47
3876689,2019-10-27 00:14:57
3876748,2019-10-27 00:15:07
3876833,2019-10-27 00:15:17
3876900,2019-10-27 00:15:27
3876961,2019-10-27 00:15:37
3877010,2019-10-27 00:15:48
3877098,2019-10-27 00:15:57
3877129,2019-10-27 00:16:07
3877203,2019-10-27 00:16:17
3877443,2019-10-27 00:16:27
3877635,2019-10-27 00:16:37
3877732,2019-10-27 00:16:47
3877732,2019-10-27 00:16:57
3877805,2019-10-27 00:17:07
3878031,2019-10-27 00:17:17
3878166,2019-10-27 00:17:27
3878341,2019-10-27 00:17:37
3878430,2019-10-27 00:17:47
3878654,2019-10-27 00:17:57
3878672,2019-10-27 00:18:07
3878695,2019-10-27 00:18:17
3878748,2019-10-27 00:18:27
3878771,2019-10-27 00:18:37
3878818,2019-10-27 00:18:48
3878910,2019-10-27 00:18:58
3878910,2019-10-27 00:19:07
3879090,2019-10-27 00:19:18
3879090,2019-10-27 00:19:28
3879147,2019-10-27 00:19:37
3879327,2019-10-27 00:19:47
3879327,2019-10-27 00:19:58
3879377,2019-10-27 00:20:07
3879642,2019-10-27 00:20:17
3883432,2019-10-27 00:20:27
3883555,2019-10-27 00:20:37
3883555,2019-10-27 00:20:48
3883755,2019-10-27 00:20:58
3883755,2019-10-27 00:21:07
3883829,2019-10-27 00:21:17
3883876,2019-10-27 00:21:27
3883931,2019-10-27 00:21:38
3884012,2019-10-27 00:21:48
3884075,2019-10-27 00:21:59
3884172,2019-10-27 00:22:07
3884172,2019-10-27 00:22:17
3884409,2019-10-27 00:22:29
3884409,2019-10-27 00:22:37
3884599,2019-10-27 00:22:49
3884699,2019-10-27 00:22:59
3884699,2019-10-27 00:23:07
3884760,2019-10-27 00:23:17
3884847,2019-10-27 00:23:27
3884877,2019-10-27 00:23:37
3887370,2019-10-27 00:23:47
3887480,2019-10-27 00:23:59
3887480,2019-10-27 00:24:09
3887666,2019-10-27 00:24:17
3887666,2019-10-27 00:24:27
3887778,2019-10-27 00:24:37
3887841,2019-10-27 00:24:47
3887989,2019-10-27 00:24:57
3888041,2019-10-27 00:25:07
3888106,2019-10-27 00:25:17
3888135,2019-10-27 00:25:27
3888210,2019-10-27 00:25:37
3888381,2019-10-27 00:25:47
3888595,2019-10-27 00:25:57
3888595,2019-10-27 00:26:09
3888788,2019-10-27 00:26:19
3888836,2019-10-27 00:26:29
3888932,2019-10-27 00:26:39
3889060,2019-10-27 00:26:49
3889131,2019-10-27 00:26:59
3889171,2019-10-27 00:27:09
3889171,2019-10-27 00:27:19
3889237,2019-10-27 00:27:27
3889314,2019-10-27 00:27:37
3889379,2019-10-27 00:27:47
3889495,2019-10-27 00:27:57
3889651,2019-10-27 00:28:07
3889853,2019-10-27 00:28:19
3889853,2019-10-27 00:28:27
3889959,2019-10-27 00:28:37
3890022,2019-10-27 00:28:49
3890163,2019-10-27 00:28:59
3890194,2019-10-27 00:29:07
3890381,2019-10-27 00:29:17
3890381,2019-10-27 00:29:27
3890640,2019-10-27 00:29:37
3890640,2019-10-27 00:29:47
3890861,2019-10-27 00:29:59
3890861,2019-10-27 00:30:09
3890952,2019-10-27 00:30:19
3890964,2019-10-27 00:30:29
3891016,2019-10-27 00:30:39
3891232,2019-10-27 00:30:49
3891375,2019-10-27 00:30:59
3891375,2019-10-27 00:31:09
3891513,2019-10-27 00:31:18
3891715,2019-10-27 00:31:28
3891715,2019-10-27 00:31:39
3891931,2019-10-27 00:31:48
3892116,2019-10-27 00:31:58
3892209,2019-10-27 00:32:09
3892427,2019-10-27 00:32:18
3892489,2019-10-27 00:32:29
3892565,2019-10-27 00:32:39
3892565,2019-10-27 00:32:48
3892642,2019-10-27 00:32:58
3892696,2019-10-27 00:33:09
3892774,2019-10-27 00:33:18
3892774,2019-10-27 00:33:29
3892821,2019-10-27 00:33:38
3898986,2019-10-27 00:33:48
3899266,2019-10-27 00:33:59
3899266,2019-10-27 00:34:08
3899340,2019-10-27 00:34:18
3899685,2019-10-27 00:34:28
3899714,2019-10-27 00:34:38
3899736,2019-10-27 00:34:48
3899832,2019-10-27 00:34:58
3899921,2019-10-27 00:35:08
3899921,2019-10-27 00:35:19
3900035,2019-10-27 00:35:29
3900081,2019-10-27 00:35:39
3900081,2019-10-27 00:35:48
3900272,2019-10-27 00:35:59
3900272,2019-10-27 00:36:08
3900385,2019-10-27 00:36:18
3900577,2019-10-27 00:36:28
3900652,2019-10-27 00:36:38
3900695,2019-10-27 00:36:48
3900764,2019-10-27 00:36:58
3900764,2019-10-27 00:37:08
3900869,2019-10-27 00:37:18
3901000,2019-10-27 00:37:28
3901036,2019-10-27 00:37:38
3901146,2019-10-27 00:37:48
3901193,2019-10-27 00:37:58
3901193,2019-10-27 00:38:08
3901239,2019-10-27 00:38:18
3901239,2019-10-27 00:38:29
3901265,2019-10-27 00:38:39
3901312,2019-10-27 00:38:48
3901385,2019-10-27 00:38:59
3901411,2019-10-27 00:39:08
3901514,2019-10-27 00:39:19
3901514,2019-10-27 00:39:28
3901630,2019-10-27 00:39:38
3901683,2019-10-27 00:39:48
3901767,2019-10-27 00:39:58
3901767,2019-10-27 00:40:08
3901803,2019-10-27 00:40:18
3901883,2019-10-27 00:40:28
3901883,2019-10-27 00:40:38
3901927,2019-10-27 00:40:48
3902153,2019-10-27 00:40:58
3902153,2019-10-27 00:41:09
3902340,2019-10-27 00:41:18
3902538,2019-10-27 00:41:28
3902538,2019-10-27 00:41:38
3902851,2019-10-27 00:41:48
3902957,2019-10-27 00:42:00
3903015,2019-10-27 00:42:09
3903015,2019-10-27 00:42:18
3903131,2019-10-27 00:42:29
3903131,2019-10-27 00:42:38
3903148,2019-10-27 00:42:48
3903259,2019-10-27 00:42:59
3903259,2019-10-27 00:43:08
3903467,2019-10-27 00:43:18
3903564,2019-10-27 00:43:28
3903564,2019-10-27 00:43:38
3903624,2019-10-27 00:43:48
3903733,2019-10-27 00:43:58
3903845,2019-10-27 00:44:08
3903898,2019-10-27 00:44:18
3903938,2019-10-27 00:44:28
3904010,2019-10-27 00:44:38
3904132,2019-10-27 00:44:48
3904371,2019-10-27 00:45:00
3904371,2019-10-27 00:45:08
3904387,2019-10-27 00:45:18
3904441,2019-10-27 00:45:30
3904567,2019-10-27 00:45:38
3904588,2019-10-27 00:45:48
3904624,2019-10-27 00:45:58
3904894,2019-10-27 00:46:10
3904944,2019-10-27 00:46:20
3904944,2019-10-27 00:46:28
3909965,2019-10-27 00:46:38
3914656,2019-10-27 00:46:48
3914675,2019-10-27 00:46:58
3914738,2019-10-27 00:47:08
3914854,2019-10-27 00:47:18
3914854,2019-10-27 00:47:28
3914957,2019-10-27 00:47:38
3914985,2019-10-27 00:47:48
3915217,2019-10-27 00:47:58
3915243,2019-10-27 00:48:08
3915359,2019-10-27 00:48:18
3915424,2019-10-27 00:48:30
3915597,2019-10-27 00:48:40
3915684,2019-10-27 00:48:50
3915837,2019-10-27 00:49:00
3915837,2019-10-27 00:49:08
3915989,2019-10-27 00:49:20
3916027,2019-10-27 00:49:30
3916071,2019-10-27 00:49:40
3916071,2019-10-27 00:49:48
3916339,2019-10-27 00:49:58
3916512,2019-10-27 00:50:10
3916599,2019-10-27 00:50:20
3916599,2019-10-27 00:50:28
3916655,2019-10-27 00:50:38
3916748,2019-10-27 00:50:48
3916812,2019-10-27 00:50:58
3916945,2019-10-27 00:51:08
3917055,2019-10-27 00:51:20
3917063,2019-10-27 00:51:30
3917093,2019-10-27 00:51:40
3917140,2019-10-27 00:51:50
3917140,2019-10-27 00:51:59
3917312,2019-10-27 00:52:10
3917457,2019-10-27 00:52:20
3917554,2019-10-27 00:52:30
3917554,2019-10-27 00:52:39
3917630,2019-10-27 00:52:49
3917805,2019-10-27 00:52:59
3918300,2019-10-27 00:53:09
3918334,2019-10-27 00:53:20
3918565,2019-10-27 00:53:30
3918565,2019-10-27 00:53:40
3918612,2019-10-27 00:53:49
3918733,2019-10-27 00:54:00
3918733,2019-10-27 00:54:10
3918806,2019-10-27 00:54:19
3918806,2019-10-27 00:54:29
3918891,2019-10-27 00:54:39
3919028,2019-10-27 00:54:49
3919077,2019-10-27 00:54:59
3919263,2019-10-27 00:55:10
3919263,2019-10-27 00:55:19
3919316,2019-10-27 00:55:29
3919368,2019-10-27 00:55:40
3919368,2019-10-27 00:55:49
3919399,2019-10-27 00:55:59
3919432,2019-10-27 00:56:09
3919664,2019-10-27 00:56:19
3919729,2019-10-27 00:56:29
3919789,2019-10-27 00:56:40
3919789,2019-10-27 00:56:49
3919830,2019-10-27 00:56:59
3920150,2019-10-27 00:57:09
3920313,2019-10-27 00:57:19
3920352,2019-10-27 00:57:30
3920448,2019-10-27 00:57:40
3920448,2019-10-27 00:57:49
3920509,2019-10-27 00:57:59
3920674,2019-10-27 00:58:09
3921020,2019-10-27 00:58:19
3921020,2019-10-27 00:58:29
3921101,2019-10-27 00:58:39
3921231,2019-10-27 00:58:49
3921349,2019-10-27 00:59:00
3921349,2019-10-27 00:59:09
3921360,2019-10-27 00:59:19
3923716,2019-10-27 00:59:29
3923926,2019-10-27 00:59:39
3923986,2019-10-27 00:59:49
3923986,2019-10-27 00:59:59
3924033,2019-10-27 01:00:09
3924144,2019-10-27 01:00:19
3924255,2019-10-27 01:00:30
3924255,2019-10-27 01:00:39
3924380,2019-10-27 01:00:49
3924456,2019-10-27 01:00:59
3924588,2019-10-27 01:01:09
3924588,2019-10-27 01:01:19
3924771,2019-10-27 01:01:30
3924771,2019-10-27 01:01:39
3924850,2019-10-27 01:01:49
3924890,2019-10-27 01:01:59
3925187,2019-10-27 01:02:09
3925343,2019-10-27 01:02:20
3925343,2019-10-27 01:02:29
3925478,2019-10-27 01:02:40
3925478,2019-10-27 01:02:49
3925610,2019-10-27 01:02:59
3926097,2019-10-27 01:03:10
3926097,2019-10-27 01:03:19
3926187,2019-10-27 01:03:30
3926187,2019-10-27 01:03:39
3926278,2019-10-27 01:03:49
3926454,2019-10-27 01:03:59
3926703,2019-10-27 01:04:09
3926703,2019-10-27 01:04:19
3926814,2019-10-27 01:04:29
3926814,2019-10-27 01:04:39
3926989,2019-10-27 01:04:49
3927262,2019-10-27 01:05:01
3927262,2019-10-27 01:05:09
3927314,2019-10-27 01:05:19
3927332,2019-10-27 01:05:29
3927368,2019-10-27 01:05:39
3927479,2019-10-27 01:05:49
3927695,2019-10-27 01:05:59
3927695,2019-10-27 01:06:09
3927776,2019-10-27 01:06:19
3927890,2019-10-27 01:06:29
3927890,2019-10-27 01:06:41
3927925,2019-10-27 01:06:49
3928108,2019-10-27 01:07:01
3928174,2019-10-27 01:07:11
3928174,2019-10-27 01:07:19
3928298,2019-10-27 01:07:29
3928328,2019-10-27 01:07:39
3928338,2019-10-27 01:07:49
3928410,2019-10-27 01:07:59
3928410,2019-10-27 01:08:09
3928873,2019-10-27 01:08:21
3928873,2019-10-27 01:08:29
3928880,2019-10-27 01:08:39
3928983,2019-10-27 01:08:49
3929015,2019-10-27 01:08:59
3929135,2019-10-27 01:09:11
3929135,2019-10-27 01:09:21
3929218,2019-10-27 01:09:29
3929429,2019-10-27 01:09:41
3929545,2019-10-27 01:09:51
3929545,2019-10-27 01:09:59
3929572,2019-10-27 01:10:09
3929617,2019-10-27 01:10:19
3929668,2019-10-27 01:10:29
3929689,2019-10-27 01:10:39
3929826,2019-10-27 01:10:49
3929964,2019-10-27 01:10:59
3930134,2019-10-27 01:11:09
3930206,2019-10-27 01:11:19
3930206,2019-10-27 01:11:29
3930445,2019-10-27 01:11:40
3930507,2019-10-27 01:11:49
3930587,2019-10-27 01:12:01
3930742,2019-10-27 01:12:11
3930750,2019-10-27 01:12:21
3930750,2019-10-27 01:12:30
3930802,2019-10-27 01:12:40
3930837,2019-10-27 01:12:50
3932016,2019-10-27 01:13:00
3932117,2019-10-27 01:13:10
3932208,2019-10-27 01:13:21
3932231,2019-10-27 01:13:30
3932359,2019-10-27 01:13:41
3937895,2019-10-27 01:13:51
3937965,2019-10-27 01:14:01
3938242,2019-10-27 01:14:11
3938346,2019-10-27 01:14:21
3938378,2019-10-27 01:14:31
3938521,2019-10-27 01:14:41
3938631,2019-10-27 01:14:51
3938661,2019-10-27 01:15:01
3938916,2019-10-27 01:15:11
3938997,2019-10-27 01:15:21
3939040,2019-10-27 01:15:31
3939156,2019-10-27 01:15:41
3939201,2019-10-27 01:15:51
3939201,2019-10-27 01:16:00
3939396,2019-10-27 01:16:10
3939467,2019-10-27 01:16:20
3939473,2019-10-27 01:16:30
3941745,2019-10-27 01:16:40
3941796,2019-10-27 01:16:50
3941845,2019-10-27 01:17:01
3941845,2019-10-27 01:17:11
3942038,2019-10-27 01:17:21
3942038,2019-10-27 01:17:30
3942685,2019-10-27 01:17:40
3942761,2019-10-27 01:17:50
3942783,2019-10-27 01:18:00
3942995,2019-10-27 01:18:10
3943021,2019-10-27 01:18:20
3943021,2019-10-27 01:18:30
3944256,2019-10-27 01:18:40
3944394,2019-10-27 01:18:50
3944394,2019-10-27 01:19:00
3944443,2019-10-27 01:19:10
3944639,2019-10-27 01:19:21
3944639,2019-10-27 01:19:30
