0.04,2020-01-23 00:01:12
0.01,2020-01-23 00:14:00
0.01,2020-01-23 00:16:04
0.01,2020-01-23 00:39:47
0.0,2020-01-23 00:59:26
0.03,2020-01-23 01:13:51
0.0,2020-01-23 01:40:42
0.03,2020-01-23 01:43:32
0.03,2020-01-23 01:44:39
0.0,2020-01-23 01:59:47
0.01,2020-01-23 02:04:11
0.01,2020-01-23 02:19:46
0.1,2020-01-23 02:23:11
0.02,2020-01-23 02:43:57
0.01,2020-01-23 02:52:36
0.28,2020-01-23 02:58:40
0.05,2020-01-23 03:00:33
0.0,2020-01-23 03:31:42
0.01,2020-01-23 03:34:31
0.0,2020-01-23 04:00:55
0.01,2020-01-23 04:15:06
0.0,2020-01-23 04:19:06
0.01,2020-01-23 04:47:34
0.03,2020-01-23 04:48:19
0.0,2020-01-23 05:09:10
0.02,2020-01-23 05:14:06
0.05,2020-01-23 05:21:30
0.01,2020-01-23 05:23:00
0.02,2020-01-23 05:27:55
0.01,2020-01-23 05:40:30
0.02,2020-01-23 05:43:23
0.03,2020-01-23 05:56:03
0.02,2020-01-23 06:17:00
0.01,2020-01-23 06:28:20
0.0,2020-01-23 07:03:33
0.0,2020-01-23 07:20:35
0.01,2020-01-23 07:27:10
0.17,2020-01-23 07:32:27
0.04,2020-01-23 07:40:44
0.0,2020-01-23 08:39:08
0.0,2020-01-23 08:44:01
0.0,2020-01-23 08:56:38
0.01,2020-01-23 09:07:49
0.01,2020-01-23 09:39:56
0.06,2020-01-23 09:41:15
0.01,2020-01-23 09:54:03
0.02,2020-01-23 09:55:11
0.01,2020-01-23 09:58:03
0.01,2020-01-23 09:59:45
0.01,2020-01-23 10:03:20
0.0,2020-01-23 10:26:32
0.01,2020-01-23 10:29:00
0.01,2020-01-23 10:37:32
0.11,2020-01-23 10:38:18
0.02,2020-01-23 10:55:26
4.35,2020-01-23 10:55:49
0.02,2020-01-23 11:06:01
4.17,2020-01-23 11:06:12
0.01,2020-01-23 11:07:21
0.03,2020-01-23 11:19:15
0.01,2020-01-23 11:29:37
0.17,2020-01-23 11:39:37
0.0,2020-01-23 12:14:06
0.08,2020-01-23 12:18:17
0.02,2020-01-23 12:19:02
0.19,2020-01-23 12:28:18
0.04,2020-01-23 12:28:41
0.04,2020-01-23 12:29:26
0.1,2020-01-23 12:36:02
0.01,2020-01-23 12:46:25
1.8,2020-01-23 12:47:22
0.01,2020-01-23 12:50:22
0.13,2020-01-23 12:51:42
0.0,2020-01-23 13:06:47
0.44,2020-01-23 13:07:32
0.16,2020-01-23 13:18:30
0.0,2020-01-23 13:50:46
0.0,2020-01-23 13:55:06
0.01,2020-01-23 14:12:51
0.01,2020-01-23 14:22:52
0.01,2020-01-23 14:25:41
0.01,2020-01-23 14:35:42
0.09,2020-01-23 14:45:42
0.22,2020-01-23 14:46:05
0.03,2020-01-23 14:59:07
0.08,2020-01-23 15:21:23
0.0,2020-01-23 15:26:08
0.01,2020-01-23 15:41:29
0.06,2020-01-23 15:44:09
0.0,2020-01-23 15:56:03
0.01,2020-01-23 16:07:44
0.02,2020-01-23 16:12:17
0.01,2020-01-23 16:26:07
0.01,2020-01-23 16:33:07
0.02,2020-01-23 16:38:13
0.0,2020-01-23 16:43:55
1.74,2020-01-23 16:44:17
0.01,2020-01-23 16:51:38
0.01,2020-01-23 16:54:17
0.02,2020-01-23 16:56:09
0.01,2020-01-23 17:06:50
0.42,2020-01-23 17:07:01
0.19,2020-01-23 17:09:41
0.01,2020-01-23 17:24:12
0.0,2020-01-23 17:55:33
0.0,2020-01-23 18:12:38
0.03,2020-01-23 18:13:12
0.0,2020-01-23 18:17:30
0.02,2020-01-23 18:21:22
0.05,2020-01-23 18:24:37
0.01,2020-01-23 18:27:29
0.15,2020-01-23 18:28:02
0.02,2020-01-23 18:32:00
0.0,2020-01-23 18:36:43
0.02,2020-01-23 18:49:03
0.02,2020-01-23 19:01:09
0.01,2020-01-23 19:18:25
0.37,2020-01-23 19:19:26
1.27,2020-01-23 19:20:47
0.3,2020-01-23 19:21:20
0.04,2020-01-23 19:36:41
0.32,2020-01-23 19:38:01
0.02,2020-01-23 19:43:18
0.01,2020-01-23 19:59:38
0.01,2020-01-23 20:17:02
0.01,2020-01-23 20:27:08
0.09,2020-01-23 20:28:04
1.67,2020-01-23 20:28:15
0.0,2020-01-23 20:36:06
0.34,2020-01-23 20:41:13
0.11,2020-01-23 20:44:26
0.61,2020-01-23 20:45:00
1.53,2020-01-23 20:48:46
0.02,2020-01-23 20:54:24
0.01,2020-01-23 21:06:40
0.0,2020-01-23 21:15:06
4.17,2020-01-23 21:15:18
0.05,2020-01-23 21:23:53
0.01,2020-01-23 21:35:16
0.03,2020-01-23 21:37:08
0.01,2020-01-23 21:55:39
0.08,2020-01-23 21:56:37
0.01,2020-01-23 21:59:39
0.01,2020-01-23 22:13:29
0.04,2020-01-23 22:13:52
0.05,2020-01-23 22:18:02
0.06,2020-01-23 22:23:53
0.05,2020-01-23 22:25:00
0.01,2020-01-23 22:36:03
0.01,2020-01-23 22:45:43
0.01,2020-01-23 22:59:12
0.02,2020-01-23 23:17:15
0.01,2020-01-23 23:18:24
0.0,2020-01-23 23:45:30
