count, date
5865625,2019-10-29 00:00:00
5865790,2019-10-29 00:00:11
5865912,2019-10-29 00:00:20
5865942,2019-10-29 00:00:31
5865972,2019-10-29 00:00:41
5865985,2019-10-29 00:00:50
5865999,2019-10-29 00:01:01
5865999,2019-10-29 00:01:10
5866306,2019-10-29 00:01:20
5866312,2019-10-29 00:01:30
5866333,2019-10-29 00:01:40
5866353,2019-10-29 00:01:51
5866353,2019-10-29 00:02:00
5866495,2019-10-29 00:02:10
5866725,2019-10-29 00:02:20
5866788,2019-10-29 00:02:30
5866825,2019-10-29 00:02:41
5866825,2019-10-29 00:02:50
5866841,2019-10-29 00:03:00
5866901,2019-10-29 00:03:10
5866983,2019-10-29 00:03:20
5866983,2019-10-29 00:03:31
5867025,2019-10-29 00:03:40
5867065,2019-10-29 00:03:50
5867086,2019-10-29 00:04:01
5867086,2019-10-29 00:04:11
5867104,2019-10-29 00:04:20
5867104,2019-10-29 00:04:31
5867148,2019-10-29 00:04:40
5867148,2019-10-29 00:04:51
5867196,2019-10-29 00:05:01
5867246,2019-10-29 00:05:10
5867246,2019-10-29 00:05:21
5868257,2019-10-29 00:05:31
5868257,2019-10-29 00:05:40
5868294,2019-10-29 00:05:50
5868344,2019-10-29 00:06:01
5868359,2019-10-29 00:06:11
5868508,2019-10-29 00:06:20
5868633,2019-10-29 00:06:31
5868633,2019-10-29 00:06:40
5868677,2019-10-29 00:06:51
5868677,2019-10-29 00:07:00
5868742,2019-10-29 00:07:10
5868842,2019-10-29 00:07:20
5868910,2019-10-29 00:07:30
5868965,2019-10-29 00:07:40
5868965,2019-10-29 00:07:50
5869008,2019-10-29 00:08:00
5869034,2019-10-29 00:08:12
5869034,2019-10-29 00:08:20
5869081,2019-10-29 00:08:30
5869091,2019-10-29 00:08:42
5869098,2019-10-29 00:08:50
5869143,2019-10-29 00:09:00
5869303,2019-10-29 00:09:12
5869428,2019-10-29 00:09:20
5869435,2019-10-29 00:09:30
5869446,2019-10-29 00:09:42
5869446,2019-10-29 00:09:50
5869451,2019-10-29 00:10:00
5869491,2019-10-29 00:10:10
5869491,2019-10-29 00:10:20
5869532,2019-10-29 00:10:30
5869594,2019-10-29 00:10:42
5869594,2019-10-29 00:10:52
5869637,2019-10-29 00:11:00
5869729,2019-10-29 00:11:12
5869729,2019-10-29 00:11:20
5869857,2019-10-29 00:11:30
5869862,2019-10-29 00:11:42
5869868,2019-10-29 00:11:50
5869908,2019-10-29 00:12:00
5869918,2019-10-29 00:12:12
5869928,2019-10-29 00:12:22
5869928,2019-10-29 00:12:32
5870023,2019-10-29 00:12:40
5870114,2019-10-29 00:12:50
5870114,2019-10-29 00:13:00
5870129,2019-10-29 00:13:10
5870167,2019-10-29 00:13:20
5870179,2019-10-29 00:13:30
5870184,2019-10-29 00:13:41
5920190,2019-10-29 00:13:52
5920196,2019-10-29 00:14:02
5920222,2019-10-29 00:14:12
